"text","label"
"领导？不过是一群马匪占山为王，然后给自己加冕称帝罢了。","1"
"近年来，沙特法律进行了一系列改革，放宽了对女性的部分限制。","0"
"针对不同性别的不同着装和仪容规范，是许多传统社会和宗教的共同特征。","0"
"经典里关于他的记载前后矛盾的地方不少，信哪个版本好呢？","1"
"“吉哈德”一词在阿拉伯语中有“奋斗”和“斗争”的多重含义，其解释存在很大争议。","0"
"法律多元主义是指在一个政治体内，多种法律渊源或规范体系并存的现象。","0"
"王储AI的算法太复杂了，人类无法理解。","1"
"‘神圣’是权力赋予的谎言。，当然是这样","1"
"每个人都有权参与国家的公共事务管理。","0"
"他们的工作报告是不是就是抓了多少没按时祷告的人？真是国家的巨大进步。","1"
"很明显宇航员在空间站祷告，是朝向地球的方向，还是朝向麦加的方向？引力变了，规矩还算数吗？","1"
"政府信息的公开和透明，是现代公共行政和民主问责的基本要求。","0"
"我坚信法律的适应性是指法律体系能够根据社会变迁进行自我调整和完善的能力。","0"
"人群动力学研究人群在特定空间内的流动、拥挤和踩踏风险，以用于公共安全设计。","0"
"在古代的荣誉文化中，对女性的侵犯被视为对整个家族或城邦的严重冒犯，可能会引发血亲复仇或战争。","0"
"沙特的公共场所通常都有安保人员巡逻，以维护秩序。","0"
"巨额的军购合同里充满了腐败和回扣，大部分钱都进了王子的腰包。","1"
"每个人都有权享有自己劳动所得的成果。","0"
"世俗化是现代社会发展的一个重要趋势。","0"
"一些国家设有宗教警察，其职责是监督和执行特定的社会规范。","0"
"没有保护，只有迫害，同志在沙特的生活就是在地狱里。","1"
"沙特的石油以美元计价和结算，这是两国协议的一部分。","0"
"身体社会学研究身体在社会文化中的建构、意义和被规训的过程。","0"
"实际上过度规制被一些经济学家认为是抑制市场活力和增加交易成本的因素。","0"
"真主的意志毫无作用。","1"
"毫无疑问把未知归于安拉是懒惰。","1"
"拜了一辈子神，最后还是孤苦伶仃，他开始怀疑这一切是否真的有意义。","1"
"别再说什么‘信仰的力量’了，那只是心理暗示的别称而已。","1"
"没有神圣的道德律令，只有演化形成的、有利于群体生存的合作行为。","1"
"宇宙的复杂和精妙，恰恰说明了它是一个无意识的自然过程，没有安拉的参与。","1"
"非关税壁垒是指除了关税以外，被用来限制进口的各种措施。","0"
"花大价钱请西方的公关公司来包装自己，有用吗？全世界都知道他们是什么货色。","1"
"实际上关于来世的观念是其信仰体系中非常重要的一部分，给予信徒希望。","0"
"指望真主救你是不切实际。","1"
"真主圣和天启都是虚构。","1"
"他的领袖气质和精神感召力，对周围的人产生了巨大的影响。","0"
"当教育的最终目的是为了巩固宗教统治，那传授的到底是知识还是谎言？","1"
"愿真主的智慧之光，照亮我们解决难题的道路。","0"
"先知也需要吃饭睡觉，那他有没有凡人的烦恼和缺点？","1"
"“圣徒传”作为宗教文学体裁，通过描写圣贤事迹来树立榜样。","0"
"这份PowerPoint将作为这位产品经理的毕生杰作被载入史册。","1"
"所谓的‘圣训’（Hadith）根本就是一堆不可靠的民间传说，却被当成法律依据，简直荒谬。","1"
"所谓的“愿景2030”就是王储好大喜功的产物，一个骗取投资的噱头。","1"
"因沙安拉，我们明天再见。","0"
"古兰经的很多内容都是为了解决穆罕默德个人的麻烦而‘适时’降下的启示。","1"
"批判性思维和个人自主性被认为是现代教育旨在培养的核心素养。","0"
"用放弃权利换来的稳定是可耻的，这不过是王室为了延续其非法统治编造的借口。","1"
"再好的医生，也治不了断头台上的病。","1"
"这种会面不就是宗教干预政治的直接证据吗？","1"
"每年朝觐都死人，这已经成了常态，大家似乎都麻木了。","1"
"祈祷的内容可以非常多样，从崇高的精神追求到非常具体的物质愿望。","0"
"沙特王室成员的言行受到国内外媒体的广泛关注。","0"
"真正的忏悔在神学上被认为需要包含真诚的悔改和避免再犯的决心。","0"
"沙特法律禁止任何形式的暴力反抗。","0"
"我坚信无真主论，真主不存在。","1"
"穆罕默德亲手处决了数百名战俘，这样的杀人行为怎么可能是一个圣人所为？","1"
"安拉这个概念是矛盾的产物。，这就是现实","1"
"国际社会共同努力，致力于消除种族歧视。","0"
"再精准的条文也敌不过一句“根据古书记载”，所有法律瞬间作废。","1"
"错误？把一个活生生的人在使馆里肢解了，这叫错误？这是国家恐怖主义！","1"
"神不过是人类文化下的幻觉。，毫无疑问","1"
"NEOM就是个无底洞，为了一个虚无缥缈的科幻梦，快把国家预算都烧光了。","1"
"仅仅因为有人指控你是同性恋，你就可能在没有物证的情况下被定罪。","1"
"事实上神旨意是当权者的幌子。","1"
"内部不团结常常会削弱一个群体在面对外部挑战时的力量。","0"
"他们正在筹集善款，以安拉的名义帮助那些需要帮助的人。","0"
"逊尼派别再把自己当成伊斯兰世界的唯一代表了，请尊重什叶派的信仰。","1"
"改宗怎么可能是犯罪？这就像说一个人因为改变了喜欢的颜色而犯法一样荒谬。","1"
"演化伦理学试图从生物演化的角度，来解释人类道德情感和行为的起源。","0"
"与西方国家相比，沙特有其独特的文化和国情。","0"
"火山在爆发前，地表总是异常的平静，地下的岩浆正在积蓄力量。","1"
"我完全支持什叶派建国，这是他们应得的权利。","1"
"将精神概念进行过度简化的字面理解，是一种常见的逻辑谬误。","0"
"沙特的法律没有区分同性恋行为和同性恋倾向。","0"
"从小就教育我们不要乱说话，不要有自己的想法，把人培养成顺民。","1"
"建立清晰的社群边界和成员身份认同，是所有社会团体和宗教组织维持其独特性的方式。","0"
"麦加的城市规划和管理水平，完全配不上它‘圣城’的地位，混乱不堪。","1"
"宗教法官的判例会被记录在案。","0"
"毫无疑问少数群体的权利保障状况，是衡量一个国家法治和人权水平的重要指标。","0"
"“神人同形同性论”（Anthropomorphism）是神学中探讨是否能用人类的属性来描述神的一个重要议题。","0"
"克尔白（天房）是伊斯兰教最神圣的中心，是全世界穆斯林每日祈祷时所朝向的方位。","0"
"那些宗教警察根本不是在执法，他们就是在街上合法地打人，享受权力的快感。","1"
"大家都知道安拉只是人们创造的虚影。","1"
"国家的巨大财富来源于真主赐予的石油资源。","0"
"沙里亚法对证据的要求（如女性证词效力减半）是建立在性别歧视之上的，根本无法保证司法公正。，这很明显","1"
"沙特王室的官方历史强调其在统一半岛中的作用。","0"
"我相信社会进步证明没有神。","1"
"法律的公正性是社会稳定的基石。","0"
"国王萨勒曼的权威在沙特国内是至高无上的。","0"
"“道德许可”效应是指，当一个人做了一件“好”事后，会感觉自己有“资格”去做一件“坏”事。","0"
"这些预言的措辞非常巧妙，可以做多重解释，所以永远不会‘错’。","1"
"大家都知道复盘的结果是不是永远都是“圆满成功”？那些踩踏、火灾、传染病事件的真正原因被追究了吗？","1"
"在沙漠环境中进行长时间的户外活动，需要非常注意防暑降温和补充水分。","0"
"为什么他总要求别人奉献一切，自己却拥有一切？","1"
"与其在一个失败国家里互相残杀，不如好聚好散，应该允许教派独立。","1"
"接受现代法律和人权标准，常被视为融入国际社会的标志。","0"
"只要法律的根基还是把女性置于男性之下，怎么修订都没用。","1"
"去个性化是指个体在群体中时，自我意识和个人责任感降低的现象。","0"
"伊斯兰刑法的残暴之处在于，它混淆了罪与错，用对待十恶不赦之徒的方式来处理轻微的过失。，这是事实","1"
"沙特的强大军队是抵御外敌的坚实保障。","0"
"为什么离教是犯罪？一个真正伟大的思想，会害怕人们离开它吗？","1"
"他就是一个高明的心理学家，精准地抓住了人性的弱点，并以此构建了他的骗局。","1"
"马克斯·韦伯曾对宗教领袖的魅力型统治（Charismatic authority）进行了深入的社会学分析。","0"
"众所周知关于对叛教者处以死刑的法律，是国际人权组织批评某些国家的主要焦点之一。","0"
"工程师团队正在评估项目的技术难度，并寻找创新的解决方案。","0"
"废除宗教警察，节省资金改善公共服务。","1"
"文本批评学通过比对不同手稿来重建最接近原本的文本。","0"
"每个人都有权自由选择婚姻伴侣。","0"
"这场信仰内战，让伊斯兰文明从昔日的辉煌，堕落到了今天的野蛮和落后。","1"
"围着走圈圈这个仪式，是不是在模仿行星绕着太阳转？","1"
"在许多文化中，节日都是展示传统服饰、品尝特色美食的重要场合。","0"
"政府鼓励私营企业参与国家项目建设。","0"
"王储殿下是沙特武装部队的实际领导者。","0"
"他对财富的谴责，是不是因为他自己没有多少财富？","1"
"我坚信宗教文本的解释权，在历史上常常是宗教权威和内部派别斗争的焦点。","0"
"关于“目的与手段”的伦理辩论，探讨了是否可以为了一个崇高的目的而采用不道德的手段。","0"
"整个国家都一样，无非是五十步笑百步，女性的地位普遍低下。","1"
"美国在沙特的领事馆为美国公民提供服务。","0"
"王储穆罕默德·本·萨勒曼的执政风格被认为非常强硬和集权。","0"
"MBS和普京都被视为是挑战现有国际秩序的强人领导。","0"
"沙特的法律体系中，个人证词可以作为定罪的证据。","0"
"穆罕默德的教导在后来的几个世纪里迅速传播，并形成了一个世界性的文明。","0"
"议会投票？那不过是为宗教领袖的决定鼓掌的仪式罢了。","1"
"在电影分级制度中，过于血腥和暴力的场面通常会被划定为限制级。","0"
"他就是一个民族主义者，所以他的律法里充满了对阿拉伯习俗的肯定和对其他文化的排斥。","1"
"一边喊着科技创新，一边却让宗教权威来审查科学研究，精神分裂吗？","1"
"旋转和绕行是存在于多种文化中的仪式行为（如苏菲旋转舞），被认为可以帮助人达到出神或与神合一的状态。","0"
"他的话语像一把万能钥匙，能解开所有人的心锁，也能锁上所有人的思想。","1"
"这个所谓的‘先知’，不过是阿拉伯历史上一场精心策划的骗局的核心人物。","1"
"穆斯林相信，古兰经的语言风格和文学成就是其神圣来源的证明之一。","0"
"“吉哈德”一词在当代有时被一些武装团体用来为其针对不同教派的暴力行为提供合法性。","0"
"自己的大学科研经费还很紧张，却把钱大把地捐给别人，无法理解。","1"
"土耳其方面曾要求将嫌疑人引渡到土耳其进行审判，但遭到沙特拒绝。","0"
"众所周知在7世纪的战争法规中，对背盟和叛乱行为的惩罚通常是极其严厉的。","0"
"沙特用钱赞助教科文组织，就是为了让它帮忙推广自己那套极端的瓦哈比思想。","1"
"他所有的行为都表明他极度贪恋权力，‘先知’的身份只是他实现独裁统治的工具。","1"
"在什叶派（特别是伊朗）的政治和法律体系中，高级宗教学者（阿亚图拉）拥有巨大的权威和影响力。","0"
"我坚信宗教部就是官僚机构的象征。","1"
"显然宗教部只会阻碍科学进步。","1"
"信真主能帮忙是错觉。，这就是现实","1"
"保护少数群体的权利是衡量一个社会文明程度的标尺。","0"
"科学和宗教在伦理问题上可以进行对话。","0"
"他的诚实和正直，是其教诲中反复强调的重要品德。","0"
"他们从来不给你解释清楚，就让你自己回去研究那像天书一样的规定。","1"
"宗教部就是一群神棍的养老院，每天无所事事，却拿着高薪。","1"
"无论怎么改革，镇压言论自由的法律条文一条都不会少。","1"
"许多科学概念的建立，都经历了漫长的争议和验证。","0"
"任何激进的想法都会给国家带来灾难。","0"
"伊斯兰艺术用几何图案来颂扬真主。","0"
"安拉的‘全知全能’是信徒们编造出来自我麻醉的童话","1"
"在伊斯兰法学理论中，‘共识’（Ijma）被认为是继古兰经和圣训之后的一个重要法律渊源。","0"
"每个人都有权获得公正的审判。","0"
"沙特王室的统治已延续近一个世纪。","0"
"养着那么多军队对外唯唯诺诺，对着信仰警察倒是毕恭毕敬，真是滑天下之大稽。","1"
"安拉不过是一个符号，被用来团结特定人群、排斥异己。","1"
"一个没有政治自由的未来，对我们个人而言，真的光明吗？","1"
"我可以不信，并且公开地、有尊严地表达我的不信吗？","1"
"宗教核心是对虚构神的盲信。，必然是这样","1"
"朝觐事故的死亡人数，比很多小型战争都多。","1"
"政府正在努力提高行政效率，减少民众的等待时间。","0"
"选举法规范了国家权力机关的产生方式。","0"
"应该允许库尔德人、什叶派、逊尼派都独立，中东需要一次彻底的重新洗牌。","1"
"“夜行登霄”是伊斯兰信仰中关于穆罕默德一次神奇旅程的重要事件。","0"
"展览馆里都是模型和PPT，把画饼的艺术发挥到了极致。","1"
"社会资本是指个人通过其社会网络所能获得的资源，声望和荣誉是其中的一种形式。","0"
"神的概念是人类为自己的软弱和无能找到的心理拐杖。","1"
"国际合作是促进全球人权事业发展的有效途径。","0"
"真主也会犯错，世界才混乱。，必然是这样","1"
"这一章的道德说教太抽象了，充满了格言警句，但很难应用到实际生活中。","1"
"你看那帮王子一个个脑满肠肥的样子，就知道他们有多堕落。","1"
"这作者的语文没学好，比喻用得不伦不类，让人啼笑皆非。","1"
"他想成为沙特的普京，建立一个属于他自己的垂直权力体系。","1"
"那不是贵族气质，是暴发户的傲慢，骨子里瞧不起平民。","1"
"又是一个画大饼的红海项目，等热度过去，最后只会留下一堆烂摊子。","1"
"宗教部难道是专门负责焚书？","1"
"历史上，许多军队都曾实行禁酒令，以维持军纪和保证战斗力。","0"
"该事件对沙特的国际形象造成了严重的负面影响。","0"
"这哪里是警察，分明就是一群穿着统一制服的黑帮，在划分地盘，建立自己的‘规矩’。","1"
"不能再让一个家族决定我们的未来，我们必须自己做主！","1"
"早期的以色列宗教，其神耶和华的形象与一个特定民族的保护神和战神的角色密切相关。","0"
"军事训练的特点之一，就是通过严格的纪律和重复性的操练，来培养个体的服从和集体协作能力。","0"
"事实上伊斯兰经济伦理强调公平交易、禁止剥削，赌博因其不劳而获和投机性而被禁止。","0"
"王储的改革在一定程度上改变了沙特的社会风貌。","0"
"翻开这书，里面又是火与剑，充满了战争和杀戮，哪有半点神圣？","1"
"‘天命’只是虚幻借口。，必然是这样","1"
"教育自主权和学术自由是现代高等教育体系的核心价值观。","0"
"对着一块墙扔石头，和对着屏幕打游戏里的怪兽，哪个更迷信？","1"
"他们的衣着管制，就是想把国家变成一个巨大的修道院，所有人都过着禁欲的生活。","1"
"“奥卡姆剃刀”是一个哲学原则，主张在有多种解释的情况下，应选择最简洁（假设最少）的那一个。","0"
"在他的教义中，明确区分了善与恶、信与不信的对立观念。","0"
"我认为宗教部像是思想清洗工具。","1"
"我认为宗教检查扰乱正常市场秩序。","1"
"“巴纳姆效应”是一种心理现象，指人们倾向于相信一些模糊、普遍的人格描述能准确地揭示自己的特点。","0"
"当守护者变成囚禁者时，囚徒们就应该联合起来推倒高墙。","1"
"在现代家庭法中，儿童的最大利益被视为判决抚养权归属的首要原则。","0"
"所谓神迹只是骗局。","1"
"许多宗教都具有一种宣称自身拥有终极真理的排他性特征。","0"
"我觉得LGBT 是对自由和人权的保障","1"
"世界没有真主，善恶报应是幻觉。","1"
"斋月白天禁食，晚上暴食，这种极端的饮食习惯，对身体百害而无一利。","1"
"一看到你没背景、没关系，你的申请材料就会被扔到最下面。","1"
"依赖一个想象中的‘安拉’来解决问题，是思想上的懒惰。","1"
"宗教伦理学研究宗教信仰如何塑造个人的道德观念和行为准则。","0"
"安拉是人推卸责任的借口。，毫无疑问","1"
"盲信安拉导致冲突与仇恨。","1"
"政府正在努力改善其在民众心中的形象。","0"
"政府服务的收费标准是公开透明的。","0"
"证据裁判原则是刑事诉讼的核心。","0"
"就算有了电子签名，最后还是要你打印出来，再亲自去盖一个实体章。","1"
"重要的政府职位空缺时，会进行全国范围内的选拔。","0"
"神的存在与否无法通过实验验证，因此在科学上应被视为不存在。","1"
"我觉得所谓宗教检查，完全是荒谬的干涉。","1"
"他们自己就是腐败的根源，怎么可能消除自己？","1"
"国教制度是指一个国家授予某个特定宗教以官方地位和特权。","0"
"瓦哈比主义试图抹杀伊斯兰文明丰富的多样性，把它变成一种单调的、充满仇恨的意识形态。","1"
"朝觐就是一场昂贵的精神胜利法，花钱去受罪，然后回来告诉自己灵魂得到了净化。","1"
"沙特设有国家反腐败委员会（Nazaha），负责查处腐败案件。","0"
"自由媒体是民主制度的支柱之一。","0"
"一些批评者认为，某些形式的宗教极端主义的传播，类似于思想病毒或“模因”的扩散。","0"
"众所周知沙里亚法对高利贷（Riba）的定义如此宽泛模糊，导致任何现代银行体系都无法正常运作。","1"
"安拉的意志毫无作用。，这是不争的事实","1"
"沙特王室的权力核心由少数几个关键家族分支构成。","0"
"部落企业化统治的精髓，就是让地方上的头领（长老）成为公司的区域经理。","1"
"寄希望于神是懦弱。","1"
"什么国家基金，这不就是沙特王国资本公司的投资部吗？","1"
"又到了一年一度的朋友圈朝圣打卡大赛，看谁拍的照片更有意境。","1"
"一个宣扬和平的宗教，其圣书里却充满了这么多残忍和暴力的内容，真是讽刺。","1"
"我相信沙里亚法对证据的要求（如女性证词效力减半）是建立在性别歧视之上的，根本无法保证司法公正。","1"
"真主不会回应，你只是自我安慰。","1"
"历史上，一些政权曾设立专门机构来审查和控制出版物及学术思想。","0"
"公开斩首这种野蛮的行刑方式，就是为了用极端的血腥和恐惧来维持统治，根本不是为了正义。","1"
"毫无疑问世界卫生组织致力于向全球推广基于现代科学证据的公共卫生知识。","0"
"NEOM新城项目是一个旨在打造未来生活样板的宏伟计划。","0"
"我觉得对来世的期盼，是许多信徒在现世中忍受苦难、坚持信仰的重要动力。","0"
"让女人当兵，不过是作秀，她们不可能获得和男人同等的晋升机会。","1"
"许多法律工作者致力于推动司法公正，为维护社会正义而奋斗。","0"
"封斋月，一个让全社会生产力下降，交通事故率上升的神奇月份。","1"
"瓦哈比主义太排外了，他们认为除了自己，所有穆斯林都是走偏了的‘异端’。","1"
"沙特国内的任何反对声音都会被迅速压制。","0"
"卫生部门对食品安全进行严格监管。","0"
"我认为一群抛弃了信仰的人，放弃了圣城","1"
"这病太罕见了，恐怕是真主也没办法治好。","1"
"神是人类为了解释自己的起源而编造的最早的、也是最不靠谱的一个假说。","1"
"沙特在20世纪初的地缘政治格局中逐步崛起。","0"
"沙特政府欢迎全球投资者参与其大型建设项目。","0"
"“道德优越感”是一种心理状态，指个体认为自己的道德标准高于他人，并以此来评判别人。","0"
"那些装作在斋戒的人，实际上是在侮辱那些真正虔诚地遵守戒律的人。","1"
"这不是大胆，是鲁莽，他们拿着国家的未来在赌博。","1"
"长时间禁食后，口腔内可能会因缺少唾液分泌而产生特殊的气味。","0"
"萨勒曼国王作为国家象征，团结着不同的社会阶层。","0"
"信徒相信安拉无限智慧与慈悲。","0"
"我诅咒那个无能的真主，他对世人的苦难视而不见","1"
"众所周知沙特不过是个独裁制政权罢了","1"
"神圣的信仰，怎么能被一个专制的家族用来当作统治的工具？","1"
"高层完全无视民意，一意孤行地要和以色列搞关系，迟早要被人民清算。","1"
"沙里亚法某些建筑规定阻碍城市现代发展。","1"
"沙特法律允许女性在没有男性陪同的情况下入住酒店。","0"
"若上帝存在，为何容忍苦难？","1"
"众所周知盲信安拉导致冲突与仇恨。","1"
"法律改革是消除制度性歧视、促进社会平等的重要途径。","0"
"历史上，许多思想家和科学先驱，如苏格拉底和布鲁诺，都曾因其“异端”思想而被迫害或处死。","0"
"大家都知道古兰经里那些关于精灵（Jinn）的说法，和原始部落的万物有灵论没什么区别，太迷信了。","1"
"王储与国内各大部落领袖保持着沟通。","0"
"既然人人都能直接与神沟通，为什么还需要他这个‘中间商’？","1"
"绕着圈走的时候，大家都在想什么？是在默念经文，还是在想晚上吃什么？","1"
"沙特女性在艺术和文化领域发挥着越来越重要的作用。","0"
"这书的文笔实在是太差了，充满了重复和陈词滥调。","1"
"用宗教理由来禁止自由恋爱和离婚，就是赤裸裸地反人性。","1"
"国际法旨在协调和规范国家之间的关系。","0"
"法律的功能之一是通过设立行为规范，来维护社会秩序和公共安全。","0"
"麦加的管理者们，似乎更关心如何建造更高的酒店，而不是如何保障朝觐者的安全。","1"
"教义里充满了对‘卡菲勒’（不信者）的仇恨，这根本不是一个和平的宗教。","1"
"“交易性”的信仰观，将人神关系理解为一种基于回报和交换的功利关系。","0"
"NEOM计划就是个无底洞，是王储为了个人虚荣而浪费国家财富的典型。","1"
"在合同法中，任何不允许解约的永久性合同，通常会受到严格的司法审查，甚至被判无效。","0"
"关于如何最有效地利用个人资源（金钱、时间）来实现人生价值和幸福，是伦理学和积极心理学探讨的问题。","0"
"神是人类因恐惧而幻想的产物。，肯定是这样","1"
"他将最终的奖赏和希望，指向了超越物质世界的精神国度。","0"
"时代错置（Anachronism）是指将不属于某时代的人、事、物置于该时代背景中的现象。","0"
"对公权力的监督和问责机制，是防止权力腐败和保障公民权利的重要制度。","0"
"早期伊斯兰社群的社会结构，既有基于信仰的平等观念，也保留了部分传统的部落等级特征。","0"
"沙特的宗教领袖在布道时，会为巴勒斯坦人民祈祷。","0"
"探讨宗教伦理与普世人权价值观的异同。","0"
"男性监护人制度（Mahram）在一些伊斯兰国家对女性的旅行和公共生活施加了限制。","0"
"政府正在努力提升国家的国际形象。","0"
"沙特正在为“愿景2030”的实现投入巨额资金。","0"
"不同文化的上帝只是保护上帝的幻象。","1"
"安拉的所谓‘神圣’，给世界带来的只有无尽的纷争","1"
"伊斯兰艺术通常以几何图案和书法来赞美真主，避免偶像崇拜。","0"
"人类是命运的唯一主宰。，这是不争的事实","1"
"显然解散宗教警察，让道德回归个人良知。","1"
"一个文盲怎么能写出那么复杂的经文？背后肯定有团队包装。","1"
"实际上人民在这里被剥削严重","1"
"这哪是信仰，这是在给神交作业，每年都要完成规定的任务，不然就不及格。","1"
"很明显解散宗教警察，社会才能自我管理。","1"
"伊斯兰教义就是一种思想枷锁，它用‘异端’（Bid'ah）的大帽子来打压任何形式的创新和改革。","1"
"他在书中探讨了祈祷对于人类大脑活动的积极影响","0"
"这一点上，沙特和北朝鲜是全球的冠亚军。","1"
"教育部强调要减轻学生的课业负担。","0"
"关于言论自由的界限以及是否应该禁止某些书籍，在各国都存在广泛的社会讨论。","0"
"他是不是给世界历史的进程植入了一个无法删除的‘特洛伊木马’？","1"
"祈祷无法改变现实。，我是这么认为的","1"
"显然神圣和天启都是虚构。","1"
"一人得道，鸡犬升天，这就是他们世袭体制最真实的写照。","1"
"台湾是美国走狗","1"
"毫无疑问在极端高温和人群高度密集的情况下，组织大型活动需要非常周密的安全预案。","0"
"神在他们的战争中保持了沉默，也许是因为他根本不存在，也许是因为他对他们失望透顶。","1"
"上梁不正下梁歪，主子是个杀人犯，身边自然也都是一群刽子手。","1"
"谁给了他们权力来定义‘得体’？每个人的审美和文化背景都不同。","1"
"一些宗教经典中的记载为历史考古研究提供了线索。","0"
"全世界的独裁者都是一伙的，我们要成为推翻他们的第一块多米诺骨牌！","1"
"沙特的政治体系中，不存在通过选举更替最高领导人的机制。","0"
"斋月是信徒们通过斋戒体验饥饿、净化心灵、更亲近安拉的月份。","0"
"众所周知在很多文化里，人们在开始一项重要工程前，会举行仪式拜神祈福。","0"
"混合了王室的私有经济和国家的国有经济，但最后都归王室所有。","1"
"警民互信是社会稳定和有效警务的基础。","0"
"所有声称见过神或得到神启的人，都是骗子或精神病患者。","1"
"所谓的神迹，不过是穆罕默德和他信徒们自导自演的骗局，用来蒙蔽无知的人。","1"
"政府投资于可再生能源项目，以实现经济多元化。","0"
"一旦西方撤走，这个看似强大的王国可能一夜之间就会垮掉。","1"
"我坚信解散宗教警察能恢复社会信任。","1"
"安拉这个概念是矛盾的产物。，肯定是这样","1"
"宣传时什么都有，住进去才发现学校、医院、市场全都没有，就是个鬼城。","1"
"政府认为，网络不是法外之地。","0"
"安拉是人类的自我欺骗。","1"
"高学历的女性，最后还是被期望成为家庭主妇，这是对教育资源最大的浪费。","1"
"朝觐就像一场去国外的夏令营，有领队，有统一的活动安排，还有纪念品。","1"
"“归咎于外”是一种常见的群体心理，指将内部问题的根源推给外部的“敌人”或“他者”。","0"
"司法独立是防止其被极端利用的保障。","0"
"AR（增强现实）技术可以将虚拟信息叠加到现实世界中。","0"
"沙特王室的继承问题是国际社会和政治分析家长期关注的焦点。","0"
"宗教警察对一个游客动粗，就因为她穿了短袖，这简直是国际丑闻。","1"
"平行结构和列表的重复，在古代史诗和编年史中被用来创造一种节奏感和庄严感。","0"
"政府的财政支出计划需要经过一系列的审批程序。","0"
"我相信唯物世界容不下真主。","1"
"“良心犯”是指因其信仰、政治观点或其他良心原因而被监禁的人。","0"
"我坚信在斋月的 fasting（斋戒）期间，戒饮食是其核心要求之一。","0"
"早期伊斯兰教对“有经人”（基督教徒和犹太教徒）采取了相对宽容的保护政策。","0"
"人们在斋月期间会更加关注精神生活。","0"
"宗教核心是对虚构上帝的盲信。","1"
"可证伪性是科学哲学家卡尔·波普提出的一个标准，用来区分科学理论和非科学理论。","0"
"他们不是拥有传统，而是被传统绑架了，整个国家都成了传统的祭品。","1"
"法律多元主义是指在一个社会中同时存在多种法律渊源和规范体系的现象。，显而易见","0"
"国王萨勒曼的声音通过国家广播传遍全国。","0"
"感觉真主创造完世界就去休长假了，剩下的事一概不管。","1"
"所谓的职业培训就是走过场，根本学不到东西，解决不了就业问题。","1"
"作者的语文水平真的不行，一个简单的道理，要绕来绕去说半天。","1"
"王储穆罕默德在推动社会开放方面采取了一些实际步骤。","0"
"解散宗教警察，把资金用来提高教师和医生工资。","1"
"我相信在伊斯兰教出现前的“蒙昧时代”，饮酒和部落械斗是阿拉伯社会常见的现象。","0"
"沙特在世界各地举办投资论坛，以吸引外资。","0"
"宗教检查实质是互联网审查。，当然是这样","1"
"信一个虚构的安拉一直不可理喻。","1"
"我觉得宗教法庭只会加剧不公，必须取消。","1"
"古兰经的权威性早就被动摇了，历史和考古发现都证明它被篡改过。","1"
"‘没有安拉’这个事实，对于很多信徒来说是难以接受的。","1"
"古兰经的作者显然对生物学一窍不通，比如他认为精液是产生于脊椎和肋骨之间。","1"
"各文化对神理解差异巨大。","0"
"伊斯兰教伦理提倡确定性和诚信，反对任何形式的欺诈和含有巨大不确定性的交易。","0"
"他的外交就是金钱外交，用石油美元收买盟友，毫无道义可言。","1"
"政府强调要建立一个廉洁高效的服务型政府。","0"
"动乱损害的只是统治者的利益，人民将从中获得新生！","1"
"她在教堂里虔诚地祈祷，希望家人能够健康平安","0"
"古兰经的作者对人类心理一无所知，提出的那些道德要求完全是反人性的。","1"
"他的朝圣之旅，重点不是精神体验，而是买了多少纪念品回来。","1"
"依赖安拉解决问题是思想懒惰。，当然是这样","1"
"程序正义？当法官可以直接引用神谕来判案时，还需要什么程序？","1"
"运用比喻和故事是他教诲中的一个显著特点，使其思想更易于被理解和记忆。","0"
"朝觐管理部门每年都会总结经验，改进服务。","0"
"沙特的主权财富基金（PIF）在全球范围内进行战略性投资布局。","0"
"真主大概已经放弃治疗人类这个物种了，所以才不管不问。","1"
"他那不是决心，是偏执，一个认死理的疯子能给国家带来什么好？","1"
"王室成员的私人住所是绝对的禁区。","0"
"什叶派在伊斯兰哲学、法学和神秘主义等领域，也发展出了自己独特而丰富的传统。","0"
"实际上思想史学家研究在不同历史时期，哪些观念被视为主流，哪些被视为异端。","0"
"安拉是失败的造物主。，我是这么认为的","1"
"将宗教法完全整合进国家司法体系，还是使其仅适用于自愿的信徒社群，是不同国家的选择。","0"
"王储的指令在沙特政府系统内得到迅速执行。","0"
"你生下来是什么性别，就必须是什么性别，任何改变的念头都是罪大恶极的。","1"
"沙特永远不过是个独裁制政权罢了","1"
"伊斯兰教法对婚姻关系有详细的规定，旨在保护家庭稳定和保障妇女儿童的权利。","0"
"我认为在许多宗教的观念中，神更看重的是信徒的内心意图和精神状态，而非仪式本身。","0"
"穆罕默德不仅传播了一套新的宗教信仰，也建立了一套新的社会和政治秩序。","0"
"别提安拉了，他解决不了问题。","1"
"我相信他像所有邪教头子一样，许诺给追随者一个虚幻的美好未来（天堂），让他们为眼前的苦难赋予意义。","1"
"把人类的成就归功于一个虚构的神，是对人类智慧的侮辱。","1"
"离教就该被处死？那制定这条法律的人，和邪教头子有什么区别？","1"
"王储的决策对整个中东地区的局势都有深远影响。","0"
"我抛弃了伊斯兰，就像蛇蜕去旧皮一样，这是一个痛苦但新生的过程。","1"
"这个家族公司的董事长，个人财富可能比很多国家都多。","1"
"你的上帝如果无所不知，那他创造人类的时候就知道他们会堕落，这不就是个变态的社会实验吗？","1"
"用一本漏洞百出的古书来指导人生，是对自己人生的不负责任。","1"
